V1;V2;V3;V29;V34;V49;V50;V51;V52;V53;V54;V55;V56;V57;V60;V61;V62;V34new
3;1;1;6;7;1;5;2;4;1;2;2;1;1;5;602;1;3
5;1;1;5;3;1;1;1;1;3;2;3;1;1;5;603;1;1
2;1;1;5;3;1;1;2;2;3;2;3;1;1;5;604;1;1
3;1;1;6;2;1;5;2;3;3;2;2;1;1;5;605;1;1
5;1;1;1;2;1;4;2;3;1;2;2;1;1;5;606;1;1
3;1;1;5;2;2;3;2;1;3;2;4;1;1;5;607;1;1
5;1;6;6;5;2;5;4;3;1;2;2;1;1;5;608;1;2
3;1;1;6;2;2;5;4;3;2;2;2;1;1;5;609;1;1
2;1;1;5;8;1;3;2;3;2;2;2;1;1;5;610;1; 
5;1;6;6;5;2;5;4;3;2;2;2;1;1;5;611;1;2
5;1;1;6;8;2;5;4;5;1;2;2;1;1;5;612;1; 
2;1;1;5;3;2;1;2;2;4;2;4;1;1;5;613;1;1
1;1;1;5;2;2;4;2;2;3;2;3;1;1;5;614;1;1
2;1;1;3;3;2;4;2;3;3;2;2;1;1;5;615;1;1
2;1;1;6;8;2;5;4;3;2;2;2;1;9;5;616;1; 
3;1;1;5;6;1;5;2;3;2;2;3;1;1;5;617;1;2
5;1;6;6;8;1;2;2;3;3;2;3;1;1;5;618;1; 
3;1;4;6;2;1;4;2;2;2;2;2;1;1;5;619;1;1
3;1;4;5;2;2;3;3;2;4;2;3;1;1;5;620;1;1
5;1;1;1;3;1;1;2;2;3;2;4;1;1;5;621;1;1
2;1;1;5;2;2;1;2;1;4;2;3;1;1;5;622;1;1
5;4;6;6;8;2;5;2;4;2;2;2;1;1;5;623;1; 
5;1;6;2;2;1;1;2;3;2;2;3;1;1;5;624;1;1
3;1;1;5;2;2;2;2;2;4;2;4;1;1;5;625;1;1
5;1;1;6;8;2;5;4;4;1;2;2;1;1;5;626;1; 
2;1;1;1;2;1;4;2;1;3;2;4;2;1;5;627;1;1
5;1;1;3;8;2;3;2;3;2;2;2;1;1;5;628;1; 
3;1;1;2;6;1;2;3;2;3;2;3;1;3;5;629;1;2
2;1;6;5;2;2;3;2;3;2;2;2;1;1;5;630;1;1
4;1;1;5;2;2;3;4;4;3;2;3;1;1;5;631;1;1
4;1;1;5;2;2;2;2;3;4;7;4;1;1;1;632;1;1
3;1;1;3;6;1;1;3;1;1;7;2;1;1;1;633;1;2
3;1;1;5;1;1;1;1;1;3;7;2;1;1;1;634;1;1
4;1;1;5;2;2;3;2;3;2;7;3;1;1;1;635;1;1
4;1;1;4;1;1;2;2;2;3;7;3;2;2;1;636;1;1
3;1;3;5;6;1;3;2;2;4;7;3;2;2;1;637;1;2
3;1;1;3;2;2;2;2;2;3;7;3;1;1;1;638;1;1
4;3;3;5;2;1;3;2;3;2;7;3;1;1;1;639;1;1
4;1;1;3;1;2;3;2;3;3;7;1;2;2;1;640;1;1
3;1;1;2;2;1;5;2;1;3;7;3;1;1;1;641;1;1
3;1;1;4;1;1;4;3;1;3;7;3;1;1;1;642;1;1
3;1;1;5;1;1;5;4;1;3;7;2;1;1;1;643;1;1
4;3;4;5;2;1;5;2;2;2;7;2;1;1;1;644;1;1
4;1;1;3;2;2;5;3;1;2;7;2;1;1;1;645;1;1
4;1;1;5;1;2;1;2;3;3;7;3;1;1;1;646;1;1
3;1;1;4;3;2;1;1;1;3;7;2;1;1;1;647;1;1
4;1;1;4;1;2;2;2;3;4;7;2;1;1;1;648;1;1
3;1;1;5;8;2;4;2;2;4;7;3;1;1;1;649;1; 
3;1;1;6;2;2;5;4;1;4;7;2;2;2;1;650;1;1
4;1;1;5;6;2;4;2;1;4;7;3;1;1;1;651;1;2
4;3;4;5;1;2;2;2;3;4;7;4;1;1;3;652;1;1
4;1;1;5;6;1;2;2;3;4;7;2;1;1;3;653;1;2
3;1;1;5;2;2;1;3;1;4;7;2;1;1;3;654;1;1
2;1;6;2;2;2;2;2;2;4;7;4;1;1;3;655;1;1
3;1;1;5;2;1;3;2;2;4;7;4;1;1;3;656;1;1
4;1;1;4;2;2;2;2;3;4;7;3;1;1;3;657;1;1
3;1;1;5;6;2;1;1;1;2;7;2;1;1;3;658;1;2
3;3;1;2;2;1;4;2;4;3;7;4;1;1;3;659;1;1
3;1;1;5;1;1;1;1;1;2;7;1;1;1;3;660;1;1
3;3;4;3;2;1;1;1;1;3;7;4;1;1;3;661;1;1
3;1;1;4;6;2;4;2;3;3;7;1;1;1;3;662;1;2
3;1;1;5;3;2;3;2;1;3;7;3;1;2;3;663;1;1
3;1;1;5;4;2;2;2;2;2;7;3;1;1;3;664;1;2
3;1;1;5;3;1;3;3;1;4;7;4;1;1;3;665;1;1
3;1;1;5;1;1;4;2;3;2;7;3;1;1;3;666;1;1
4;3;1;3;3;1;4;4;3;3;7;4;1;1;3;667;1;1
3;1;1;5;2;2;5;2;4;3;7;4;1;1;3;668;1;1
3;1;1;6;5;2;4;2;1;3;7;4;1;1;3;669;1;2
1;1;1;1;2;2;4;3;2;2;7;1;1;1;5;670;1;1
3;3;4;6;2;1;1;2;2;3;7;3;1;1;5;671;1;1
3;1;1;2;1;1;3;3;1;2;7;2;1;1;5;672;1;1
3;1;1;1;5;1;2;2;3;3;7;2;1;1;5;673;1;2
3;1;1;3;2;2;1;2;1;3;7;2;1;1;5;674;1;1
4;1;1;4;1;2;1;3;2;3;7;2;2;2;5;675;1;1
3;1;1;5;6;1;4;2;3;3;7;2;2;2;5;676;1;2
1;1;1;2;1;2;4;2;1;2;7;2;1;1;5;677;1;1
4;1;1;1;2;2;1;2;2;2;7;3;1;1;5;678;1;1
3;1;1;3;7;2;2;2;3;3;7;2;1;1;5;679;1;3
3;1;1;4;3;1;1;2;3;4;7;2;1;1;5;680;1;1
4;1;1;1;1;1;1;2;1;2;7;2;1;1;5;681;1;1
3;1;1;4;4;2;3;2;3;3;7;2;1;1;5;682;1;2
4;1;1;5;2;2;3;2;3;3;7;2;1;1;5;683;1;1
4;1;1;5;1;2;5;4;2;2;7;2;1;1;5;684;1;1
3;1;1;1;6;1;5;4;1;2;7;2;1;1;5;685;1;2
4;1;1;5;1;1;4;2;3;3;7;2;1;1;5;686;1;1
3;1;1;4;1;1;2;2;3;3;7;2;1;1;5;687;1;1
4;1;1;5;6;2;3;2;3;4;7;2;2;2;5;688;1;2
3;1;1;4;4;2;4;2;3;3;7;2;1;1;5;689;1;2
4;1;1;5;2;1;1;2;3;3;7;2;1;1;5;690;1;1
3;1;1;4;1;2;3;2;3;4;7;2;1;1;5;691;1;1
4;1;1;3;1;1;5;3;1;2;7;1;2;1;5;692;1;1
3;1;1;5;1;4;2;3;3;3;7;2;1;1;5;693;1;1
3;1;1;3;7;1;5;4;1;2;7;2;1;1;5;694;1;3
4;1;1;5;2;2;3;2;3;4;7;2;1;1;5;695;1;1
4;1;1;3;1;2;2;2;2;4;7;2;1;1;5;696;1;1
3;1;1;5;5;1;5;2;1;3;7;2;1;1;5;697;1;2
3;1;1;2;1;2;4;2;2;2;7;1;1;1;5;698;1;1
3;1;1;1;3;1;2;2;1;4;7;2;1;1;5;699;1;1
4;3;3;3;4;2;4;3;2;2;7;1;1;1;5;700;1;2
3;1;1;1;1;1;2;2;2;3;7;2;1;1;5;701;1;1
3;1;1;2;1;2;4;2;1;2;7;4;1;1;5;702;1;1
3;1;1;1;1;2;5;2;2;2;7;3;1;1;5;703;1;1
3;1;1;3;7;1;3;3;1;2;7;1;2;2;5;704;1;3
3;1;1;5;1;1;4;2;1;2;7;3;1;1;5;705;1;1
3;1;1;5;1;1;4;2;2;1;7;2;1;1;5;706;1;1
4;1;1;5;1;2;4;3;2;3;7;2;1;1;5;707;1;1
3;1;1;5;7;2;4;3;1;2;7;2;2;2;5;708;1;3
3;1;1;4;5;2;3;2;2;3;7;2;2;2;5;709;1;2
3;1;1;1;1;2;3;3;2;3;7;2;1;1;5;710;1;1
5;1;6;3;7;2;2;2;2;4;9;3;1;1;1;711;2;3
2;1;6;3;7;2;2;2;3;4;9;3;1;1;1;712;2;3
3;4;6;1;7;2;4;2;3;2;9;3;1;1;1;713;2;3
3;1;6;5;1;2;1;1;1;2;9;3;1;1;1;714;2;1
3;1;1;5;7;2;4;2;3;4;9;3;1;1;1;715;2;3
3;1;4;5;7;2;4;2;4;3;9;3;1;1;1;716;2;3
3;1;4;5;7;1;3;2;3;4;9;3;1;1;1;717;2;3
3;1;1;3;7;2;5;2;4;3;9;2;1;1;1;718;2;3
3;1;4;2;7;1;2;2;2;4;9;3;1;1;1;719;2;3
3;1;1;3;7;2;2;2;3;2;9;3;1;1;1;720;2;3
3;1;1;5;7;1;1;2;1;4;9;4;1;1;1;721;2;3
5;1;1;5;1;2;4;2;3;3;9;3;1;1;1;722;2;1
2;1;6;5;4;1;1;1;1;4;9;4;1;1;1;723;2;2
3;1;1;5;7;1;4;2;2;4;9;3;1;1;1;724;2;3
2;1;1;1;7;1;2;2;2;4;9;3;1;1;1;725;2;3
3;1;1;3;7;2;1;2;2;3;9;3;1;1;1;726;2;3
2;1;1;3;7;2;5;2;3;4;9;2;1;1;1;727;2;3
2;1;1;3;7;2;5;4;3;2;9;2;1;1;1;728;2;3
3;1;4;3;7;1;5;2;3;4;9;2;2;1;1;729;2;3
5;1;1;3;7;1;5;2;3;4;9;2;1;1;1;730;2;3
2;1;6;1;1;1;3;2;3;4;9;2;1;1;1;731;2;1
2;1;1;5;7;1;3;2;3;4;9;3;1;1;1;732;2;3
5;1;1;5;7;1;4;2;3;4;9;3;1;1;3;733;2;3
3;1;1;2;7;1;5;2;3;2;9;3;1;1;3;734;2;3
3;1;6;5;7;1;1;2;2;4;9;3;1;1;3;735;2;3
3;1;1;3;7;1;5;2;3;2;9;2;1;1;3;736;2;3
5;1;4;3;7;2;5;4;3;3;9;2;1;1;3;737;2;3
3;1;1;5;1;1;3;2;3;3;9;3;1;1;3;738;2;1
3;1;1;5;7;2;1;2;1;3;9;3;1;1;3;739;2;3
3;1;1;5;7;1;1;2;1;3;9;4;1;1;3;740;2;3
3;1;1;5;7;1;3;2;3;3;9;3;1;1;3;741;2;3
2;1;6;3;7;1;5;2;3;2;9;2;1;1;3;742;2;3
5;1;1;3;4;2;1;1;1;2;9;3;1;1;3;743;2;2
3;1;6;5;7;2;3;2;2;4;9;3;2;2;3;744;2;3
3;1;4;2;7;2;4;2;2;3;9;3;1;1;3;745;2;3
2;1;1;5;4;1;1;1;1;4;9;4;1;1;3;746;2;2
3;1;1;5;7;1;4;2;4;3;9;3;1;1;3;747;2;3
5;1;1;3;7;1;5;2;2;4;9;2;1;1;3;748;2;3
2;1;6;5;7;2;1;1;1;3;9;3;1;1;3;749;2;3
5;4;4;5;7;2;4;2;3;3;9;3;1;1;3;750;2;3
3;1;6;3;7;2;5;4;2;3;9;2;1;1;3;751;2;3
3;4;4;3;7;2;5;2;2;3;9;2;2;2;3;752;2;3
3;1;1;5;7;1;2;2;2;4;9;3;1;1;3;753;2;3
2;1;1;5;7;2;3;2;2;3;9;3;1;1;3;754;2;3
3;4;4;3;7;2;5;2;3;3;9;3;2;1;3;755;2;3
2;1;1;5;7;1;3;2;3;3;9;3;1;1;3;756;2;3
5;1;1;5;7;1;4;2;2;3;9;3;1;1;3;757;2;3
5;1;1;5;7;2;2;2;2;3;9;3;1;1;3;758;2;3
3;1;6;3;7;2;5;2;2;4;9;3;2;1;3;759;2;3
5;1;1;5;4;2;2;2;3;4;9;3;1;1;3;760;2;2
2;1;1;3;7;2;2;2;3;4;9;3;1;1;3;761;2;3
3;1;1;5;7;2;4;2;3;3;9;3;1;1;3;762;2;3
3;1;1;5;7;2;3;2;3;4;9;3;1;1;3;763;2;3
3;1;1;5;7;2;2;2;2;2;9;3;1;1;5;764;2;3
2;1;1;1;8;2;1;2;2;3;9;3;1;1;5;765;2; 
2;1;1;3;1;2;1;2;1;3;9;3;1;1;5;766;2;1
3;4;4;5;7;1;4;2;2;3;9;3;1;1;5;767;2;3
3;1;4;5;7;1;2;2;2;4;9;3;1;1;5;768;2;3
2;1;4;5;7;2;4;2;3;2;9;3;1;1;5;769;2;3
3;1;1;5;7;1;2;2;2;2;9;3;1;1;5;770;2;3
2;1;1;3;1;1;1;1;1;2;9;4;1;1;5;771;2;1
3;1;1;5;1;1;3;2;3;2;9;3;1;1;5;772;2;1
3;1;1;3;7;2;5;2;3;2;9;3;1;1;5;773;2;3
5;1;1;3;7;1;1;1;1;2;9;6;1;1;5;774;2;3
5;4;6;5;7;2;3;2;3;2;9;3;1;1;5;775;2;3
2;1;1;5;7;1;1;2;2;3;9;3;1;1;5;776;2;3
2;1;6;5;7;2;3;2;3;4;9;3;1;1;5;777;2;3
3;1;1;5;7;2;4;2;3;3;9;3;1;1;5;778;2;3
5;1;1;1;7;2;3;2;3;4;9;3;1;1;5;779;2;3
5;1;1;5;7;1;4;2;2;2;9;3;1;1;5;780;2;3
3;1;4;5;7;1;4;2;3;3;9;3;1;1;5;781;2;3
2;1;1;3;7;2;5;4;3;2;9;2;1;1;5;782;2;3
3;1;1;5;7;1;4;2;3;3;9;3;1;1;5;783;2;3
3;1;4;5;7;1;4;2;3;2;9;3;1;1;5;784;2;3
3;4;6;1;1;2;2;2;2;2;9;2;2;1;5;785;2;1
3;1;4;5;1;1;4;2;3;4;9;3;1;1;5;786;2;1
5;4;4;5;7;1;4;2;3;2;9;3;1;1;5;787;2;3
5;4;6;3;7;2;5;2;3;2;9;2;1;1;5;788;2;3
3;1;1;3;7;1;5;2;3;1;9;2;1;1;5;789;2;3
3;4;1;3;7;2;5;4;4;2;9;2;1;1;5;790;2;3
3;1;1;3;7;2;5;4;3;1;9;2;1;1;5;791;2;3
2;1;1;5;7;1;4;2;2;2;9;3;1;1;5;792;2;3
2;4;6;5;7;2;4;2;2;2;9;3;1;1;5;793;2;3
3;1;1;5;7;1;2;2;3;4;9;3;1;1;5;794;2;3
5;1;6;3;7;1;1;1;1;2;9;3;1;1;5;795;2;3
3;1;4;1;7;2;4;2;3;2;9;2;1;1;5;796;2;3
2;1;1;3;7;1;5;2;2;2;9;2;1;1;5;797;2;3
2;1;1;5;7;2;3;2;3;2;9;2;1;1;5;798;2;3
2;1;1;3;1;2;1;1;1;3;9;4;1;1;5;799;2;1
2;1;1;3;7;2;2;2;3;2;9;3;1;1;5;800;2;3
3;1;6;3;7;2;5;3;3;1;9;2;1;1;5;801;2;3
3;1;1;2;1;2;5;2;2;2;1;1;1;1;1;802;2;1
4;1;1;4;4;2;1;2;2;3;1;1;1;1;2;803;2;2
5;4;6;5;3;1;3;2;3;4;1;4;4;1;1;804;2;1
4;1;1;5;3;1;5;2;2;4;1;2;1;1;1;805;2;1
5;1;4;5;3;2;2;1;2;4;1;2;1;1;1;806;2;1
3;1;1;5;3;2;1;2;2;3;1;4;1;1;1;807;2;1
4;1;1;5;1;2;2;2;3;4;1;2;1;1;1;808;2;1
3;1;1;5;3;1;1;2;1;4;1;2;1;1;1;809;2;1
3;1;1;5;-99;2;5;4;3;3;1;1;1;1;1;810;2; 
3;1;1;5;8;2;3;2;3;4;1;2;1;1;1;811;2; 
4;1;4;5;2;1;1;3;2;3;1;2;1;1;1;812;2;1
4;1;1;5;6;2;2;1;1;3;1;2;1;1;1;813;2;2
4;1;1;3;2;1;2;2;3;4;1;6;1;1;1;814;2;1
3;1;1;5;2;1;4;2;3;4;1;6;1;1;1;815;2;1
4;1;1;5;2;1;5;2;2;4;1;3;1;1;1;816;2;1
4;1;1;3;4;2;5;2;3;4;1;3;2;2;1;817;2;2
4;1;1;4;8;2;5;4;3;2;1;1;1;1;2;818;2; 
4;1;1;6;5;1;3;2;2;3;1;1;1;1;1;819;2;2
2;1;1;3;8;1;5;2;3;4;1;3;1;1;1;820;2; 
3;1;1;5;3;2;3;2;2;3;1;4;1;1;1;821;2;1
3;1;1;3;2;2;5;2;3;2;1;3;4;5;1;822;2;1
5;4;6;3;3;1;5;2;3;4;1;3;4;1;1;823;2;1
5;4;6;3;3;2;5;2;3;3;1;3;1;1;1;824;2;1
4;1;6;3;1;2;1;1;1;3;1;3;1;1;1;825;2;1
3;1;1;3;1;1;1;1;1;3;1;2;1;1;1;826;2;1
4;4;6;5;4;2;4;4;3;3;1;3;1;1;1;827;2;2
3;1;1;2;1;1;2;2;3;3;1;3;1;1;1;828;2;1
4;1;1;5;4;1;2;-99;3;4;1;3;1;1;1;829;2;2
4;1;1;2;3;4;1;2;2;4;1;2;1;1;5;830;2;1
4;1;1;2;3;2;1;1;1;2;1;2;1;1;5;831;2;1
3;1;1;2;3;1;2;2;2;4;1;3;1;1;5;832;2;1
4;1;1;4;3;2;5;3;2;2;1;2;1;1;5;833;2;1
4;1;1;5;1;2;3;2;2;3;1;2;1;1;5;834;2;1
4;1;1;5;2;1;5;2;2;3;1;2;1;1;5;835;2;1
4;1;1;3;3;2;3;2;4;3;1;2;1;1;5;836;2;1
4;1;1;5;3;1;5;4;4;2;1;2;1;1;5;837;2;1
3;1;1;5;2;1;1;1;1;4;1;2;1;1;5;838;2;1
3;4;6;5;2;1;5;2;4;3;1;2;1;1;5;839;2;1
3;4;6;5;3;1;5;2;3;3;1;2;1;1;5;840;2;1
4;1;1;1;3;1;3;2;2;4;1;3;1;1;5;841;2;1
4;1;1;5;2;1;5;2;2;2;1;2;1;1;5;842;2;1
4;1;1;5;2;1;2;2;3;3;1;2;1;1;5;843;2;1
3;1;1;5;3;2;1;2;2;3;1;2;1;1;5;844;2;1
4;1;1;1;3;1;4;3;1;3;1;2;1;1;5;845;2;1
4;1;1;3;2;2;5;4;3;2;1;2;1;1;5;846;2;1
4;1;1;5;3;2;3;3;2;3;1;2;1;1;5;847;2;1
4;1;1;1;3;1;3;3;2;3;1;3;1;1;5;848;2;1
4;1;1;5;2;1;4;3;3;3;1;1;1;1;5;849;2;1
4;1;1;3;2;1;5;3;3;3;1;2;1;1;5;850;2;1
3;1;1;2;3;2;3;2;3;2;1;3;1;1;5;851;2;1
4;1;1;3;3;2;4;2;3;4;1;3;1;1;5;852;2;1
4;1;1;3;2;2;4;2;3;3;1;2;1;1;5;853;2;1
4;1;1;5;3;2;3;2;2;3;1;3;1;1;5;854;2;1
4;1;1;3;3;1;4;2;4;3;1;3;1;1;5;855;2;1
4;1;1;5;3;1;4;2;3;2;1;2;1;1;5;856;2;1
4;1;1;5;2;2;5;3;3;3;1;2;1;1;5;857;2;1
4;1;1;2;3;1;3;3;3;3;1;2;1;1;5;858;2;1
4;1;1;5;2;1;1;2;1;4;1;2;1;1;5;859;2;1
4;1;1;5;2;2;4;2;2;3;1;2;1;1;5;860;2;1
4;1;1;1;3;1;3;2;3;3;1;3;1;1;5;861;2;1
3;1;1;5;2;2;4;2;3;3;1;2;1;1;5;862;2;1
4;1;1;3;2;1;2;2;2;3;1;2;1;1;5;863;2;1
4;1;1;3;2;2;5;4;4;3;1;2;1;1;5;864;2;1
4;1;1;5;2;2;4;2;5;3;1;2;1;1;5;865;2;1
3;1;1;5;1;2;3;2;3;3;1;3;1;1;5;866;2;1
3;1;1;3;5;2;1;1;1;2;1;2;1;1;5;867;2;2
4;1;1;5;3;1;3;2;2;3;1;2;1;3;5;868;2;1
4;1;1;3;6;1;1;1;1;2;1;2;1;1;5;869;2;2
3;1;4;3;1;2;3;3;2;3;1;2;1;1;5;870;2;1
3;1;1;5;3;2;2;2;2;4;1;3;1;1;5;871;2;1
4;1;3;2;3;1;1;1;1;2;1;1;1;1;5;872;2;1
4;1;4;5;2;2;4;4;1;4;1;2;1;1;5;873;2;1
4;1;1;3;2;2;5;4;3;3;1;1;1;1;5;874;2;1
3;1;1;5;3;2;1;1;1;1;1;2;1;1;5;875;2;1
4;1;3;5;2;1;5;2;4;3;1;2;1;1;5;876;2;1
4;1;1;3;2;2;4;2;4;2;1;2;1;1;5;877;2;1
4;1;4;5;2;1;1;1;1;2;1;1;1;1;5;878;2;1
3;1;1;5;1;2;3;2;3;4;1;2;1;1;5;879;2;1
4;1;1;5;3;1;4;2;2;3;1;2;1;1;5;880;2;1
4;1;1;5;1;2;2;2;2;4;1;3;1;1;5;881;2;1
4;1;4;5;2;2;5;2;3;4;1;2;1;1;1;882;2;1
3;1;1;3;2;2;4;2;4;2;1;2;1;1;2;883;2;1
4;1;1;2;6;2;4;3;3;3;1;2;1;1;2;884;2;2
4;1;1;5;2;2;5;4;4;2;1;2;1;1;2;885;2;1
4;1;1;2;3;1;2;1;2;2;1;2;1;1;2;886;2;1
4;1;1;5;3;2;3;2;3;4;1;3;1;1;2;887;2;1
3;1;1;5;2;1;4;2;3;4;1;3;1;1;2;888;2;1
3;1;1;3;3;2;1;1;1;2;1;2;1;1;2;889;2;1
3;1;1;3;3;2;3;3;1;2;1;3;1;1;2;890;2;1
4;1;1;5;2;2;1;2;2;4;1;3;1;1;2;891;2;1
4;1;1;4;2;2;2;2;3;4;1;3;1;1;2;892;2;1
4;1;1;5;2;1;2;2;3;2;1;3;1;1;2;893;2;1
4;1;1;5;3;2;2;3;3;3;1;3;1;1;2;894;2;1
4;1;1;5;2;2;1;1;1;3;1;2;1;1;2;895;2;1
3;1;1;5;3;2;4;3;2;3;1;2;1;1;2;896;2;1
4;1;1;3;6;1;5;4;4;2;1;1;1;1;2;897;2;2
4;1;1;3;2;1;1;1;1;4;1;3;1;1;2;898;2;1
4;1;1;2;2;1;2;3;3;3;1;3;1;1;2;899;2;1
3;1;1;5;3;2;2;2;2;3;1;3;1;1;2;900;2;1
3;1;1;5;3;1;4;2;2;2;1;2;1;1;2;901;2;1
3;1;1;3;3;1;2;2;1;2;1;3;1;1;2;902;2;1
3;1;1;2;3;1;2;2;3;3;1;2;1;1;2;903;2;1
4;1;1;2;3;1;5;2;4;1;1;2;1;1;2;904;2;1
3;1;1;1;3;2;3;3;2;4;1;3;1;1;2;905;2;1
4;1;1;5;2;1;2;2;2;2;1;3;1;1;2;906;2;1
3;1;1;3;3;2;5;4;2;3;1;2;1;1;2;907;2;1
3;1;1;2;2;1;1;1;1;3;1;2;1;1;2;908;2;1
4;1;1;5;6;2;3;2;3;3;1;3;1;1;2;909;2;2
3;1;1;5;3;2;5;4;4;3;1;2;1;1;2;910;2;1
4;1;1;3;4;1;1;2;1;2;1;1;1;1;2;911;2;2
3;1;1;5;5;2;4;4;4;3;1;2;1;1;2;912;2;2
5;1;1;3;3;2;5;4;2;4;11;1;1;1;2;913;2;1
5;1;6;3;2;2;5;4;2;4;11;2;4;1;2;914;2;1
3;1;1;5;2;1;2;2;2;4;11;3;1;1;2;915;2;1
1;1;1;5;2;1;1;1;1;2;11;3;1;1;2;916;2;1
3;1;1;5;7;2;2;2;1;4;11;3;1;1;2;917;2;3
3;1;1;5;1;2;2;2;3;3;11;1;1;1;2;918;2;1
3;1;1;5;1;1;2;2;2;4;11;3;1;1;2;919;2;1
2;4;1;3;2;1;5;2;3;3;11;3;1;1;2;920;2;1
4;1;1;4;3;2;4;1;1;4;11;2;1;1;1;921;2;1
3;1;1;5;2;1;5;2;3;3;11;3;1;1;1;922;2;1
3;3;4;5;2;1;5;2;3;4;11;3;1;1;1;923;2;1
4;1;4;4;1;2;4;2;2;3;11;3;1;1;1;924;2;1
3;1;1;3;3;1;3;2;2;3;11;3;1;1;1;925;2;1
3;1;1;5;4;1;2;2;3;3;11;3;1;1;1;926;2;2
4;3;4;6;3;1;1;1;1;3;11;6;1;1;1;927;2;1
3;1;1;5;8;2;5;1;1;4;11;3;2;1;1;928;2; 
3;1;4;3;2;2;5;3;2;4;11;3;1;1;1;929;2;1
3;1;4;5;2;2;1;1;1;4;11;2;1;1;1;930;2;1
4;3;6;4;2;2;1;2;1;4;11;3;1;1;3;931;2;1
4;1;4;1;1;1;4;2;3;3;11;2;1;1;3;932;2;1
3;4;1;5;6;2;2;2;3;3;11;-99;1;1;3;933;2;2
3;1;1;5;1;1;5;2;3;3;11;3;1;1;3;934;2;1
4;3;4;5;7;2;4;4;1;4;11;2;2;1;3;935;2;3
3;1;1;1;8;1;5;2;3;4;11;2;2;1;3;936;2; 
4;3;3;1;8;1;4;2;4;3;11;2;4;1;3;937;2; 
3;3;6;5;1;2;2;2;3;4;11;6;1;1;3;938;2;1
3;1;3;1;1;1;3;3;2;3;11;2;1;1;3;939;2;1
3;1;1;5;3;1;4;3;4;4;11;3;1;1;3;940;2;1
4;3;3;5;1;2;5;3;2;4;11;2;2;1;3;941;2;1
3;1;1;5;1;1;2;2;2;3;11;1;1;1;3;942;2;1
3;1;6;5;3;1;2;2;3;4;11;1;1;1;3;943;2;1
4;3;3;5;3;1;2;2;1;4;11;1;1;1;3;944;2;1
4;1;6;5;7;2;5;4;3;3;11;1;1;1;3;945;2;3
4;4;4;5;7;2;5;4;2;4;11;2;1;1;3;946;2;3
3;1;4;5;2;2;4;2;2;3;11;2;1;1;3;947;2;1
3;1;6;1;3;1;4;2;3;3;11;6;1;1;3;948;2;1
4;1;6;1;2;2;2;2;1;4;11;2;1;1;3;949;2;1
3;1;4;5;2;2;3;2;5;3;11;2;1;1;3;950;2;1
3;1;6;1;2;2;1;2;2;3;11;1;1;1;3;951;2;1
4;3;3;1;3;1;1;2;3;4;11;6;1;2;3;952;2;1
3;1;3;1;1;1;2;2;3;3;11;2;1;1;3;953;2;1
3;1;4;5;2;2;5;4;3;2;11;1;2;2;3;954;2;1
3;1;4;5;3;2;2;2;2;4;11;2;1;1;3;955;2;1
3;1;1;3;6;1;1;1;1;2;11;2;1;1;3;956;2;2
4;1;6;1;7;2;1;1;1;3;11;2;1;1;3;957;2;3
4;1;4;1;3;2;4;4;3;3;11;1;1;1;3;958;2;1
3;1;4;5;6;2;5;2;4;4;11;2;1;1;3;959;2;2
4;1;1;5;2;1;5;2;3;3;11;2;1;1;3;960;2;1
3;3;3;5;7;2;4;2;1;2;11;1;1;1;5;961;2;3
3;1;1;5;2;2;5;4;2;3;11;2;1;1;5;962;2;1
4;3;4;5;3;1;5;2;2;2;11;2;1;1;5;963;2;1
4;1;4;6;1;1;3;2;3;4;11;3;1;1;5;964;2;1
3;1;1;5;7;1;4;2;3;3;11;2;1;1;5;965;2;3
3;4;6;5;3;1;3;1;3;2;11;2;1;1;5;966;2;1
4;1;1;4;2;2;3;2;3;4;11;4;1;1;5;967;2;1
1;1;1;5;3;1;5;2;1;4;11;2;1;1;5;968;2;1
3;1;1;4;1;1;3;2;3;4;11;2;1;1;5;969;2;1
3;1;1;5;2;2;5;2;3;3;11;1;1;1;5;970;2;1
4;4;6;5;2;2;5;3;4;3;11;2;1;1;5;971;2;1
4;1;1;5;1;1;3;2;4;4;11;1;1;1;5;972;2;1
3;1;1;5;1;1;1;2;2;2;11;1;1;1;5;973;2;1
3;1;1;5;1;1;1;1;1;2;11;3;1;1;5;974;2;1
4;1;1;5;6;2;1;2;2;2;11;2;1;1;5;975;2;2
3;1;1;5;2;2;3;2;2;3;11;2;1;1;5;976;2;1
3;1;1;5;2;2;1;2;1;4;11;3;1;1;5;977;2;1
1;1;1;6;3;2;4;2;3;3;11;4;1;1;5;978;2;1
5;1;3;5;2;1;1;1;1;4;11;4;1;1;2;979;2;1
3;1;1;2;3;2;1;1;2;4;11;3;1;1;5;980;2;1
5;1;1;5;4;1;4;2;3;3;11;2;1;1;5;981;2;2
3;1;1;5;2;2;2;2;2;3;11;2;1;1;5;982;2;1
3;1;1;5;2;2;5;3;3;2;11;2;1;1;5;983;2;1
4;1;1;5;2;2;2;2;4;2;11;2;1;1;5;984;2;1
3;1;1;5;3;2;4;2;3;2;11;2;1;1;5;985;2;1
3;1;1;5;3;2;5;2;2;4;11;3;1;1;5;986;2;1
5;1;1;5;2;2;5;4;1;1;11;1;1;1;5;987;2;1
2;1;1;5;3;1;4;2;2;3;11;3;1;1;5;988;2;1
