V1;V2;V3;V29;V34;V49;V50;V51;V52;V53;V54;V55;V56;V57;V60;V61;V62;V34new
3;1;1;5;2;1;5;2;3;2;11;2;1;1;5;989;2;1
2;1;1;5;3;1;5;2;1;3;11;2;1;1;5;990;2;1
3;1;1;5;7;2;3;2;3;2;11;2;1;1;5;991;2;3
4;1;1;5;3;1;2;2;3;2;11;2;1;1;5;992;2;1
3;4;1;5;2;1;1;1;1;2;11;4;1;1;5;993;2;1
3;1;1;5;2;2;1;1;2;2;11;2;1;1;5;994;2;1
3;1;1;1;3;2;4;1;3;2;11;2;1;1;5;995;2;1
3;3;6;3;2;2;5;2;4;1;11;1;1;1;5;996;2;1
3;3;4;5;7;1;4;2;3;3;11;2;1;1;5;997;2;3
3;1;1;5;1;1;1;2;2;4;11;4;1;1;5;998;2;1
3;1;4;5;2;2;1;2;2;4;11;3;1;1;2;999;2;1
4;1;5;5;3;2;3;2;3;4;11;2;1;1;2;1000;2;1
